0 	 0.00 	 
1 	 7.85 	 
2 	 15.76 	 
3 	 23.70 	 
4 	 31.70 	 
5 	 39.73 	 
6 	 47.82 	 
7 	 55.95 	 
8 	 64.12 	 
9 	 72.34 	 
10 	 80.60 	 
11 	 88.90 	 
12 	 97.25 	 
13 	 105.63 	 
14 	 113.98 	 
15 	 122.31 	 
16 	 130.63 	 
17 	 138.98 	 
18 	 147.38 	 
19 	 155.86 	 
20 	 164.43 	 
21 	 173.13 	 
22 	 181.98 	 
23 	 191.01 	 
24 	 200.24 	 
25 	 209.69 	 
26 	 219.39 	 
27 	 229.32 	 
28 	 239.46 	 
29 	 249.81 	 
30 	 260.35 	 
31 	 271.09 	 
32 	 282.02 	 
33 	 293.12 	 
34 	 304.40 	 
35 	 315.84 	 
36 	 327.44 	 
37 	 339.18 	 
38 	 351.08 	 
39 	 363.17 	 
40 	 375.65 	 
41 	 388.47 	 
42 	 401.57 	 
43 	 414.91 	 
44 	 428.42 	 
45 	 442.05 	 
46 	 455.74 	 
47 	 469.43 	 
48 	 483.07 	 
49 	 496.60 	 
50 	 509.97 	 
51 	 523.13 	 
52 	 536.16 	 
53 	 549.10 	 
54 	 561.98 	 
55 	 574.82 	 
56 	 587.63 	 
57 	 600.43 	 
58 	 613.24 	 
59 	 626.09 	 
60 	 638.98 	 
61 	 651.94 	 
62 	 664.98 	 
63 	 678.13 	 
64 	 691.39 	 
65 	 704.63 	 
66 	 717.83 	 
67 	 731.03 	 
68 	 744.26 	 
69 	 757.54 	 
70 	 770.92 	 
71 	 784.42 	 
72 	 798.07 	 
73 	 811.91 	 
74 	 825.96 	 
75 	 840.26 	 
76 	 854.85 	 
77 	 869.75 	 
78 	 885.05 	 
79 	 900.71 	 
80 	 916.69 	 
81 	 932.95 	 
82 	 949.42 	 
83 	 966.07 	 
84 	 982.86 	 
85 	 999.72 	 
86 	 1016.62 	 
87 	 1033.51 	 
88 	 1050.34 	 
89 	 1067.06 	 
90 	 1083.73 	 
91 	 1100.46 	 
92 	 1117.26 	 
93 	 1134.10 	 
94 	 1150.99 	 
95 	 1167.91 	 
96 	 1184.86 	 
97 	 1201.83 	 
98 	 1218.80 	 
99 	 1235.77 	 
100 	 1252.73 	 
101 	 1269.67 	 
102 	 1286.59 	 
103 	 1303.43 	 
104 	 1320.21 	 
105 	 1336.94 	 
106 	 1353.64 	 
107 	 1370.35 	 
108 	 1387.08 	 
109 	 1403.86 	 
110 	 1420.71 	 
111 	 1437.66 	 
112 	 1454.72 	 
113 	 1471.92 	 
114 	 1489.29 	 
115 	 1506.83 	 
116 	 1524.27 	 
117 	 1541.59 	 
118 	 1558.88 	 
119 	 1576.22 	 
120 	 1593.68 	 
121 	 1611.35 	 
122 	 1629.30 	 
123 	 1647.61 	 
124 	 1666.37 	 
125 	 1685.64 	 
126 	 1705.52 	 
127 	 1726.07 	 
128 	 1747.48 	 
129 	 1769.91 	 
130 	 1793.25 	 
131 	 1817.38 	 
132 	 1842.17 	 
133 	 1867.49 	 
134 	 1893.21 	 
135 	 1919.22 	 
136 	 1945.38 	 
137 	 1971.57 	 
138 	 1997.66 	 
139 	 2023.53 	 
140 	 2049.06 	 
141 	 2074.50 	 
142 	 2100.02 	 
143 	 2125.62 	 
144 	 2151.30 	 
145 	 2177.06 	 
146 	 2202.89 	 
147 	 2228.80 	 
148 	 2254.79 	 
149 	 2280.85 	 
150 	 2307.00 	 
151 	 2333.21 	 
152 	 2359.51 	 
153 	 2385.88 	 
154 	 2412.33 	 
155 	 2438.86 	 
156 	 2465.46 	 
157 	 2492.14 	 
158 	 2518.90 	 
159 	 2545.73 	 
160 	 2572.64 	 
161 	 2599.62 	 
162 	 2626.68 	 
163 	 2653.82 	 
164 	 2681.03 	 
165 	 2708.32 	 
166 	 2735.68 	 
167 	 2763.12 	 
168 	 2790.63 	 
169 	 2818.22 	 
170 	 2845.88 	 
171 	 2873.62 	 
172 	 2901.43 	 
173 	 2929.32 	 
174 	 2957.28 	 
175 	 2985.32 	 
176 	 3013.43 	 
177 	 3041.62 	 
178 	 3069.88 	 
179 	 3098.22 	 
180 	 3126.62 	 
181 	 3155.11 	 
182 	 3183.66 	 
183 	 3212.29 	 
184 	 3241.00 	 
185 	 3269.78 	 
186 	 3298.63 	 
187 	 3327.55 	 
188 	 3356.55 	 
189 	 3385.62 	 
190 	 3414.76 	 
191 	 3443.98 	 
192 	 3473.27 	 
193 	 3502.63 	 
194 	 3532.07 	 
195 	 3561.58 	 
196 	 3591.16 	 
197 	 3620.81 	 
198 	 3650.53 	 
199 	 3680.33 	 
200 	 3710.20 	 
